pre_depth;post_depth;offset;action;timestamp;operation;pid;size
1;0;537088000;C;0.008671945;OP_WRITE;0;16384
0;1;537104384;D;0.008679551;OP_WRITE;16;4096
1;0;537104384;C;0.008706971;OP_WRITE;0;4096
0;1;136355840;D;0.009339303;OP_WRITE;3679;4096
1;0;136355840;C;0.009367705;OP_WRITE;0;4096
0;1;537108480;D;0.009381963;OP_WRITE;3628;16384
1;0;537108480;C;0.009471295;OP_WRITE;0;16384
0;1;537124864;D;0.009478971;OP_WRITE;16;4096
1;0;537124864;C;0.009506383;OP_WRITE;0;4096
0;1;136359936;D;0.010135825;OP_WRITE;3679;4096
1;0;136359936;C;0.010164370;OP_WRITE;0;4096
0;1;537128960;D;0.010205979;OP_WRITE;3628;16384
1;0;537128960;C;0.010268793;OP_WRITE;0;16384
0;1;537145344;D;0.010283806;OP_WRITE;16;4096
1;0;537145344;C;0.010312057;OP_WRITE;0;4096
0;1;136364032;D;0.010951211;OP_WRITE;3679;4096
1;0;136364032;C;0.010980138;OP_WRITE;0;4096
0;1;537149440;D;0.011022269;OP_WRITE;3628;16384
1;0;537149440;C;0.011089904;OP_WRITE;0;16384
0;1;537165824;D;0.011119562;OP_WRITE;16;4096
1;0;537165824;C;0.011148030;OP_WRITE;0;4096
0;1;136368128;D;0.011862086;OP_WRITE;3679;4096
1;0;136368128;C;0.011890650;OP_WRITE;0;4096
0;1;537169920;D;0.011933555;OP_WRITE;3628;16384
1;0;537169920;C;0.011995621;OP_WRITE;0;16384
0;1;537186304;D;0.012015215;OP_WRITE;16;4096
1;0;537186304;C;0.012043107;OP_WRITE;0;4096
0;1;136372224;D;0.012688947;OP_WRITE;3679;4096
1;0;136372224;C;0.012717204;OP_WRITE;0;4096
0;1;537190400;D;0.012732298;OP_WRITE;3628;16384
1;0;537190400;C;0.012790137;OP_WRITE;0;16384
0;1;537206784;D;0.012798348;OP_WRITE;16;4096
1;0;537206784;C;0.012825723;OP_WRITE;0;4096
0;1;136376320;D;0.013454780;OP_WRITE;3679;4096
1;0;136376320;C;0.013483087;OP_WRITE;0;4096
0;1;537210880;D;0.013496839;OP_WRITE;3628;16384
1;0;537210880;C;0.013554481;OP_WRITE;0;16384
0;1;537227264;D;0.013562139;OP_WRITE;16;4096
1;0;537227264;C;0.013630520;OP_WRITE;0;4096
0;1;266240;D;0.014262768;OP_READ;2697;4096
1;0;266240;C;0.014363950;OP_READ;0;4096
0;1;134545408;D;0.014378589;OP_WRITE;3679;4096
1;0;134545408;C;0.014406833;OP_WRITE;0;4096
0;1;537231360;D;0.014421326;OP_WRITE;3628;16384
1;0;537231360;C;0.014479308;OP_WRITE;0;16384
0;1;537247744;D;0.014487206;OP_WRITE;16;4096
1;0;537247744;C;0.014515049;OP_WRITE;0;4096
0;1;134549504;D;0.015158264;OP_WRITE;3679;4096
1;0;134549504;C;0.015187744;OP_WRITE;0;4096
0;1;537251840;D;0.015203093;OP_WRITE;3628;16384
1;0;537251840;C;0.015261854;OP_WRITE;0;16384
0;1;537268224;D;0.015269604;OP_WRITE;16;4096
1;0;537268224;C;0.015297216;OP_WRITE;0;4096
0;1;134553600;D;0.015931071;OP_WRITE;3679;4096
1;0;134553600;C;0.015959590;OP_WRITE;0;4096
0;1;537272320;D;0.015973573;OP_WRITE;3628;16384
1;0;537272320;C;0.016031298;OP_WRITE;0;16384
0;1;537288704;D;0.016038794;OP_WRITE;16;4096
1;0;537288704;C;0.016066412;OP_WRITE;0;4096
0;1;134557696;D;0.016697151;OP_WRITE;3679;4096
1;0;134557696;C;0.016725705;OP_WRITE;0;4096
0;1;537292800;D;0.016739616;OP_WRITE;3628;16384
1;0;537292800;C;0.016797620;OP_WRITE;0;16384
0;1;537309184;D;0.016804946;OP_WRITE;16;4096
1;0;537309184;C;0.016832664;OP_WRITE;0;4096
0;1;134561792;D;0.017464948;OP_WRITE;3679;4096
1;0;134561792;C;0.017493165;OP_WRITE;0;4096
0;1;537313280;D;0.017508104;OP_WRITE;3628;16384
1;0;537313280;C;0.017565302;OP_WRITE;0;16384
0;1;537329664;D;0.017573056;OP_WRITE;16;4096
1;0;537329664;C;0.017646583;OP_WRITE;0;4096
0;1;134565888;D;0.018278355;OP_WRITE;3679;4096
1;0;134565888;C;0.018307378;OP_WRITE;0;4096
0;1;537333760;D;0.018321030;OP_WRITE;3628;16384
1;0;537333760;C;0.018378599;OP_WRITE;0;16384
0;1;537350144;D;0.018385821;OP_WRITE;16;4096
1;0;537350144;C;0.018413206;OP_WRITE;0;4096
0;1;134569984;D;0.019074602;OP_WRITE;3679;4096
1;0;134569984;C;0.019105845;OP_WRITE;0;4096
0;1;537354240;D;0.019121683;OP_WRITE;3628;16384
1;0;537354240;C;0.019180144;OP_WRITE;0;16384
0;1;537370624;D;0.019187262;OP_WRITE;16;4096
1;0;537370624;C;0.019214839;OP_WRITE;0;4096
0;1;134574080;D;0.019846241;OP_WRITE;3679;4096
1;0;134574080;C;0.019875116;OP_WRITE;0;4096
0;1;537374720;D;0.019889597;OP_WRITE;3628;16384
1;0;537374720;C;0.019947741;OP_WRITE;0;16384
0;1;537391104;D;0.019955048;OP_WRITE;16;4096
1;0;537391104;C;0.019982436;OP_WRITE;0;4096
0;1;134578176;D;0.020618663;OP_WRITE;3679;4096
1;0;134578176;C;0.020647204;OP_WRITE;0;4096
0;1;537395200;D;0.020661152;OP_WRITE;3628;16384
1;0;537395200;C;0.020718321;OP_WRITE;0;16384
0;1;537411584;D;0.020726427;OP_WRITE;16;4096
1;0;537411584;C;0.020753887;OP_WRITE;0;4096
0;1;134582272;D;0.021388127;OP_WRITE;3679;4096
1;0;134582272;C;0.021416394;OP_WRITE;0;4096
0;1;537415680;D;0.021430077;OP_WRITE;3628;16384
1;0;537415680;C;0.021489399;OP_WRITE;0;16384
0;1;537432064;D;0.021511426;OP_WRITE;16;4096
1;0;537432064;C;0.021539041;OP_WRITE;0;4096
0;1;134586368;D;0.022175493;OP_WRITE;3679;4096
1;0;134586368;C;0.022204256;OP_WRITE;0;4096
0;1;537436160;D;0.022218467;OP_WRITE;3628;16384
1;0;537436160;C;0.022309077;OP_WRITE;0;16384
0;1;537452544;D;0.022324274;OP_WRITE;16;4096
1;0;537452544;C;0.022353568;OP_WRITE;0;4096
0;1;134590464;D;0.023312731;OP_WRITE;3679;4096
1;0;134590464;C;0.023348605;OP_WRITE;0;4096
0;1;537456640;D;0.023379089;OP_WRITE;3628;16384
1;0;537456640;C;0.023437326;OP_WRITE;0;16384
0;1;537473024;D;0.023444864;OP_WRITE;16;4096
1;0;537473024;C;0.023472489;OP_WRITE;0;4096
0;1;134594560;D;0.024097293;OP_WRITE;3679;4096
1;0;134594560;C;0.024125753;OP_WRITE;0;4096
0;1;537477120;D;0.024139636;OP_WRITE;3628;16384
1;0;537477120;C;0.024197814;OP_WRITE;0;16384
0;1;537493504;D;0.024205327;OP_WRITE;16;4096
1;0;537493504;C;0.024233359;OP_WRITE;0;4096
0;1;134598656;D;0.024865026;OP_WRITE;3679;4096
1;0;134598656;C;0.024893183;OP_WRITE;0;4096
0;1;537497600;D;0.024911771;OP_WRITE;3628;16384
1;0;537497600;C;0.024968966;OP_WRITE;0;16384
0;1;537513984;D;0.024976165;OP_WRITE;16;4096
1;0;537513984;C;0.025003463;OP_WRITE;0;4096
0;1;134602752;D;0.025636328;OP_WRITE;3679;4096
1;0;134602752;C;0.025664386;OP_WRITE;0;4096
0;1;537518080;D;0.025678017;OP_WRITE;3628;16384
1;0;537518080;C;0.025737028;OP_WRITE;0;16384
0;1;537534464;D;0.025758575;OP_WRITE;16;4096
1;0;537534464;C;0.025785673;OP_WRITE;0;4096
0;1;134606848;D;0.026418693;OP_WRITE;3679;4096
1;0;134606848;C;0.026446846;OP_WRITE;0;4096
0;1;537538560;D;0.026473512;OP_WRITE;3628;16384
1;0;537538560;C;0.026531003;OP_WRITE;0;16384
0;1;537554944;D;0.026538425;OP_WRITE;16;4096
1;0;537554944;C;0.026607043;OP_WRITE;0;4096
0;1;134610944;D;0.027335345;OP_WRITE;3679;4096
1;0;134610944;C;0.027371145;OP_WRITE;0;4096
0;1;537559040;D;0.027385326;OP_WRITE;3628;16384
1;0;537559040;C;0.027443161;OP_WRITE;0;16384
0;1;537575424;D;0.027450260;OP_WRITE;16;4096
1;0;537575424;C;0.027477528;OP_WRITE;0;4096
0;1;134615040;D;0.028110008;OP_WRITE;3679;4096
1;0;134615040;C;0.028138435;OP_WRITE;0;4096
0;1;537579520;D;0.028151548;OP_WRITE;3628;16384
1;0;537579520;C;0.028214266;OP_WRITE;0;16384
0;1;537595904;D;0.028235933;OP_WRITE;16;4096
1;0;537595904;C;0.028263831;OP_WRITE;0;4096
0;1;134619136;D;0.028896189;OP_WRITE;3679;4096
1;0;134619136;C;0.028924259;OP_WRITE;0;4096
0;1;537600000;D;0.028938303;OP_WRITE;3628;16384
1;0;537600000;C;0.028995633;OP_WRITE;0;16384
0;1;537616384;D;0.029002642;OP_WRITE;16;4096
1;0;537616384;C;0.029030066;OP_WRITE;0;4096
0;1;134623232;D;0.029659745;OP_WRITE;3679;4096
1;0;134623232;C;0.029687917;OP_WRITE;0;4096
0;1;537620480;D;0.029701029;OP_WRITE;3628;16384
1;0;537620480;C;0.029758718;OP_WRITE;0;16384
0;1;537636864;D;0.029765662;OP_WRITE;16;4096
1;0;537636864;C;0.029792918;OP_WRITE;0;4096
0;1;134627328;D;0.030429945;OP_WRITE;3679;4096
1;0;134627328;C;0.030457976;OP_WRITE;0;4096
0;1;537640960;D;0.030472352;OP_WRITE;3628;16384
1;0;537640960;C;0.030529465;OP_WRITE;0;16384
0;1;537657344;D;0.030537914;OP_WRITE;16;4096
1;0;537657344;C;0.030605209;OP_WRITE;0;4096
0;1;134631424;D;0.031798704;OP_WRITE;3679;4096
1;0;134631424;C;0.031829374;OP_WRITE;0;4096
0;1;537661440;D;0.031872105;OP_WRITE;3628;16384
1;0;537661440;C;0.031933978;OP_WRITE;0;16384
0;1;537677824;D;0.031947776;OP_WRITE;16;4096
1;0;537677824;C;0.031975312;OP_WRITE;0;4096
0;1;134635520;D;0.032622671;OP_WRITE;3679;4096
1;0;134635520;C;0.032651474;OP_WRITE;0;4096
0;1;537681920;D;0.032690987;OP_WRITE;3628;16384
1;0;537681920;C;0.032753023;OP_WRITE;0;16384
0;1;537698304;D;0.032766424;OP_WRITE;16;4096
1;0;537698304;C;0.032794208;OP_WRITE;0;4096
0;1;134639616;D;0.033424584;OP_WRITE;3679;4096
1;0;134639616;C;0.033452739;OP_WRITE;0;4096
0;1;537702400;D;0.033492057;OP_WRITE;3628;16384
1;0;537702400;C;0.033553749;OP_WRITE;0;16384
0;1;537718784;D;0.033567292;OP_WRITE;16;4096
1;0;537718784;C;0.033594941;OP_WRITE;0;4096
0;1;134643712;D;0.034224592;OP_WRITE;3679;4096
1;0;134643712;C;0.034252519;OP_WRITE;0;4096
0;1;537722880;D;0.034291179;OP_WRITE;3628;16384
1;0;537722880;C;0.034352111;OP_WRITE;0;16384
0;1;537739264;D;0.034365662;OP_WRITE;16;4096
1;0;537739264;C;0.034393605;OP_WRITE;0;4096
0;1;134647808;D;0.035132826;OP_WRITE;3679;4096
1;0;134647808;C;0.035162079;OP_WRITE;0;4096
0;1;537743360;D;0.035210466;OP_WRITE;3628;16384
1;0;537743360;C;0.035272134;OP_WRITE;0;16384
0;1;537759744;D;0.035286366;OP_WRITE;16;4096
1;0;537759744;C;0.035314562;OP_WRITE;0;4096
0;1;134651904;D;0.036007810;OP_WRITE;3679;4096
1;0;134651904;C;0.036036128;OP_WRITE;0;4096
0;1;537763840;D;0.036083133;OP_WRITE;3628;16384
1;0;537763840;C;0.036147582;OP_WRITE;0;16384
0;1;537780224;D;0.036162086;OP_WRITE;16;4096
1;0;537780224;C;0.036190082;OP_WRITE;0;4096
0;1;134656000;D;0.036886538;OP_WRITE;3679;4096
1;0;134656000;C;0.036915109;OP_WRITE;0;4096
0;1;537784320;D;0.036934838;OP_WRITE;3628;16384
1;0;537784320;C;0.036993243;OP_WRITE;0;16384
0;1;537800704;D;0.037001822;OP_WRITE;16;4096
1;0;537800704;C;0.037029643;OP_WRITE;0;4096
0;1;134660096;D;0.037725526;OP_WRITE;3679;4096
1;0;134660096;C;0.037754110;OP_WRITE;0;4096
0;1;537804800;D;0.037768918;OP_WRITE;3628;16384
1;0;537804800;C;0.037826976;OP_WRITE;0;16384
0;1;537821184;D;0.037834624;OP_WRITE;16;4096
1;0;537821184;C;0.037862379;OP_WRITE;0;4096
0;1;134664192;D;0.038536661;OP_WRITE;3679;4096
1;0;134664192;C;0.038564886;OP_WRITE;0;4096
0;1;537825280;D;0.038578399;OP_WRITE;3628;16384
1;0;537825280;C;0.038635661;OP_WRITE;0;16384
0;1;537841664;D;0.038643326;OP_WRITE;16;4096
1;0;537841664;C;0.038670757;OP_WRITE;0;4096
0;1;134668288;D;0.039392432;OP_WRITE;3679;4096
1;0;134668288;C;0.039421235;OP_WRITE;0;4096
0;1;537845760;D;0.039435318;OP_WRITE;3628;16384
1;0;537845760;C;0.039492674;OP_WRITE;0;16384
0;1;537862144;D;0.039499846;OP_WRITE;16;4096
1;0;537862144;C;0.039527309;OP_WRITE;0;4096
0;1;134672384;D;0.040199549;OP_WRITE;3679;4096
1;0;134672384;C;0.040228105;OP_WRITE;0;4096
0;1;537866240;D;0.040241784;OP_WRITE;3628;16384
1;0;537866240;C;0.040299315;OP_WRITE;0;16384
0;1;537882624;D;0.040306534;OP_WRITE;16;4096
1;0;537882624;C;0.040376585;OP_WRITE;0;4096
0;1;134676480;D;0.041044345;OP_WRITE;3679;4096
1;0;134676480;C;0.041073190;OP_WRITE;0;4096
0;1;537886720;D;0.041086674;OP_WRITE;3628;16384
1;0;537886720;C;0.041144299;OP_WRITE;0;16384
0;1;537903104;D;0.041151735;OP_WRITE;16;4096
1;0;537903104;C;0.041179623;OP_WRITE;0;4096
0;1;134680576;D;0.041870867;OP_WRITE;3679;4096
1;0;134680576;C;0.041899480;OP_WRITE;0;4096
0;1;537907200;D;0.041913402;OP_WRITE;3628;16384
1;0;537907200;C;0.041971940;OP_WRITE;0;16384
0;1;537923584;D;0.041979680;OP_WRITE;16;4096
1;0;537923584;C;0.042007263;OP_WRITE;0;4096
0;1;134684672;D;0.042719001;OP_WRITE;3679;4096
1;0;134684672;C;0.042747338;OP_WRITE;0;4096
0;1;537927680;D;0.042761133;OP_WRITE;3628;16384
1;0;537927680;C;0.042818737;OP_WRITE;0;16384
0;1;537944064;D;0.042826154;OP_WRITE;16;4096
1;0;537944064;C;0.042853551;OP_WRITE;0;4096
0;1;134688768;D;0.043591336;OP_WRITE;3679;4096
1;0;134688768;C;0.043620248;OP_WRITE;0;4096
0;1;537948160;D;0.043634949;OP_WRITE;3628;16384
1;0;537948160;C;0.043692572;OP_WRITE;0;16384
0;1;537964544;D;0.043700160;OP_WRITE;16;4096
1;0;537964544;C;0.043727357;OP_WRITE;0;4096
0;1;134692864;D;0.044416071;OP_WRITE;3679;4096
1;0;134692864;C;0.044443837;OP_WRITE;0;4096
0;1;537968640;D;0.044457669;OP_WRITE;3628;16384
1;0;537968640;C;0.044514559;OP_WRITE;0;16384
0;1;537985024;D;0.044521585;OP_WRITE;16;4096
1;0;537985024;C;0.044590354;OP_WRITE;0;4096
0;1;134696960;D;0.045276843;OP_WRITE;3679;4096
1;0;134696960;C;0.045305729;OP_WRITE;0;4096
0;1;537989120;D;0.045319128;OP_WRITE;3628;16384
1;0;537989120;C;0.045376770;OP_WRITE;0;16384
0;1;538005504;D;0.045384226;OP_WRITE;16;4096
1;0;538005504;C;0.045411456;OP_WRITE;0;4096
0;1;134701056;D;0.046104143;OP_WRITE;3679;4096
1;0;134701056;C;0.046133062;OP_WRITE;0;4096
0;1;538009600;D;0.046146753;OP_WRITE;3628;16384
1;0;538009600;C;0.046204923;OP_WRITE;0;16384
0;1;538025984;D;0.046212449;OP_WRITE;16;4096
1;0;538025984;C;0.046239886;OP_WRITE;0;4096
0;1;134705152;D;0.046932783;OP_WRITE;3679;4096
1;0;134705152;C;0.046961831;OP_WRITE;0;4096
0;1;538030080;D;0.046975989;OP_WRITE;3628;16384
1;0;538030080;C;0.047033817;OP_WRITE;0;16384
0;1;538046464;D;0.047041766;OP_WRITE;16;4096
1;0;538046464;C;0.047069168;OP_WRITE;0;4096
0;1;134709248;D;0.047759063;OP_WRITE;3679;4096
1;0;134709248;C;0.047787251;OP_WRITE;0;4096
0;1;538050560;D;0.047801024;OP_WRITE;3628;16384
1;0;538050560;C;0.047858029;OP_WRITE;0;16384
0;1;538066944;D;0.047865657;OP_WRITE;16;4096
1;0;538066944;C;0.047893077;OP_WRITE;0;4096
0;1;134713344;D;0.048589060;OP_WRITE;3679;4096
1;0;134713344;C;0.048617080;OP_WRITE;0;4096
0;1;538071040;D;0.048643338;OP_WRITE;3628;16384
1;0;538071040;C;0.048704632;OP_WRITE;0;16384
0;1;538087424;D;0.048712243;OP_WRITE;16;4096
1;0;538087424;C;0.048739525;OP_WRITE;0;4096
0;1;134717440;D;0.049466255;OP_WRITE;3679;4096
1;0;134717440;C;0.049494268;OP_WRITE;0;4096
0;1;538091520;D;0.049508481;OP_WRITE;3628;16384
1;0;538091520;C;0.049597721;OP_WRITE;0;16384
0;1;538107904;D;0.049609690;OP_WRITE;16;4096
1;0;538107904;C;0.049637062;OP_WRITE;0;4096
0;1;134721536;D;0.050326699;OP_WRITE;3679;4096
1;0;134721536;C;0.050355448;OP_WRITE;0;4096
0;1;538112000;D;0.050400773;OP_WRITE;3628;16384
1;0;538112000;C;0.050462631;OP_WRITE;0;16384
0;1;538128384;D;0.050476635;OP_WRITE;16;4096
1;0;538128384;C;0.050506993;OP_WRITE;0;4096
0;1;134725632;D;0.051277759;OP_WRITE;3679;4096
1;0;134725632;C;0.051307099;OP_WRITE;0;4096
0;1;538132480;D;0.051368766;OP_WRITE;3628;16384
1;0;538132480;C;0.051431028;OP_WRITE;0;16384
0;1;538148864;D;0.051445163;OP_WRITE;16;4096
1;0;538148864;C;0.051473490;OP_WRITE;0;4096
0;1;134729728;D;0.052179891;OP_WRITE;3679;4096
1;0;134729728;C;0.052208332;OP_WRITE;0;4096
0;1;538152960;D;0.052253017;OP_WRITE;3628;16384
1;0;538152960;C;0.052314096;OP_WRITE;0;16384
0;1;538169344;D;0.052327848;OP_WRITE;16;4096
1;0;538169344;C;0.052355735;OP_WRITE;0;4096
0;1;134733824;D;0.053046552;OP_WRITE;3679;4096
1;0;134733824;C;0.053074645;OP_WRITE;0;4096
0;1;538173440;D;0.053088838;OP_WRITE;3628;16384
1;0;538173440;C;0.053146402;OP_WRITE;0;16384
0;1;538189824;D;0.053154594;OP_WRITE;16;4096
1;0;538189824;C;0.053181786;OP_WRITE;0;4096
0;1;134737920;D;0.053873424;OP_WRITE;3679;4096
1;0;134737920;C;0.053901580;OP_WRITE;0;4096
0;1;538193920;D;0.053915314;OP_WRITE;3628;16384
1;0;538193920;C;0.053972851;OP_WRITE;0;16384
0;1;538210304;D;0.053980279;OP_WRITE;16;4096
1;0;538210304;C;0.054049326;OP_WRITE;0;4096
0;1;134742016;D;0.054742883;OP_WRITE;3679;4096
1;0;134742016;C;0.054771600;OP_WRITE;0;4096
0;1;538214400;D;0.054784972;OP_WRITE;3628;16384
1;0;538214400;C;0.054842635;OP_WRITE;0;16384
0;1;538230784;D;0.054849850;OP_WRITE;16;4096
1;0;538230784;C;0.054877044;OP_WRITE;0;4096
0;1;134746112;D;0.055717525;OP_WRITE;3679;4096
1;0;134746112;C;0.055746270;OP_WRITE;0;4096
0;1;538234880;D;0.055791599;OP_WRITE;3628;16384
1;0;538234880;C;0.055854122;OP_WRITE;0;16384
0;1;538251264;D;0.055867802;OP_WRITE;16;4096
1;0;538251264;C;0.055895952;OP_WRITE;0;4096
0;1;134750208;D;0.056582853;OP_WRITE;3679;4096
1;0;134750208;C;0.056610236;OP_WRITE;0;4096
0;1;538255360;D;0.056653714;OP_WRITE;3628;16384
1;0;538255360;C;0.056715103;OP_WRITE;0;16384
0;1;538271744;D;0.056728508;OP_WRITE;16;4096
1;0;538271744;C;0.056756029;OP_WRITE;0;4096
0;1;134754304;D;0.057442274;OP_WRITE;3679;4096
1;0;134754304;C;0.057470260;OP_WRITE;0;4096
0;1;538275840;D;0.057514854;OP_WRITE;3628;16384
1;0;538275840;C;0.057576067;OP_WRITE;0;16384
0;1;538292224;D;0.057589563;OP_WRITE;16;4096
1;0;538292224;C;0.057617135;OP_WRITE;0;4096
0;1;134758400;D;0.058309018;OP_WRITE;3679;4096
1;0;134758400;C;0.058336673;OP_WRITE;0;4096
0;1;538296320;D;0.058350675;OP_WRITE;3628;16384
1;0;538296320;C;0.058407839;OP_WRITE;0;16384
0;1;538312704;D;0.058415561;OP_WRITE;16;4096
1;0;538312704;C;0.058484179;OP_WRITE;0;4096
0;1;134762496;D;0.059256539;OP_WRITE;3679;4096
1;0;134762496;C;0.059288004;OP_WRITE;0;4096
0;1;538316800;D;0.059305433;OP_WRITE;3628;16384
1;0;538316800;C;0.059365948;OP_WRITE;0;16384
0;1;538333184;D;0.059374521;OP_WRITE;16;4096
1;0;538333184;C;0.059402050;OP_WRITE;0;4096
0;1;134766592;D;0.060093830;OP_WRITE;3679;4096
1;0;134766592;C;0.060123277;OP_WRITE;0;4096
0;1;538337280;D;0.060159003;OP_WRITE;3628;16384
1;0;538337280;C;0.060218147;OP_WRITE;0;16384
0;1;538353664;D;0.060226818;OP_WRITE;16;4096
1;0;538353664;C;0.060254167;OP_WRITE;0;4096
0;1;134770688;D;0.060943796;OP_WRITE;3679;4096
1;0;134770688;C;0.060972506;OP_WRITE;0;4096
0;1;538357760;D;0.061008225;OP_WRITE;3628;16384
1;0;538357760;C;0.061067408;OP_WRITE;0;16384
0;1;538374144;D;0.061075914;OP_WRITE;16;4096
1;0;538374144;C;0.061103447;OP_WRITE;0;4096
0;1;134774784;D;0.061792470;OP_WRITE;3679;4096
1;0;134774784;C;0.061820673;OP_WRITE;0;4096
0;1;538378240;D;0.061835140;OP_WRITE;3628;16384
1;0;538378240;C;0.061892189;OP_WRITE;0;16384
0;1;538394624;D;0.061899517;OP_WRITE;16;4096
1;0;538394624;C;0.061926779;OP_WRITE;0;4096
0;1;134778880;D;0.062633217;OP_WRITE;3679;4096
1;0;134778880;C;0.062661402;OP_WRITE;0;4096
0;1;538398720;D;0.062675081;OP_WRITE;3628;16384
1;0;538398720;C;0.062732305;OP_WRITE;0;16384
0;1;538415104;D;0.062739950;OP_WRITE;16;4096
1;0;538415104;C;0.062767214;OP_WRITE;0;4096
0;1;134782976;D;0.063567910;OP_WRITE;3679;4096
1;0;134782976;C;0.063596326;OP_WRITE;0;4096
0;1;538419200;D;0.063614801;OP_WRITE;3628;16384
1;0;538419200;C;0.063703246;OP_WRITE;0;16384
0;1;538435584;D;0.063710407;OP_WRITE;16;4096
1;0;538435584;C;0.063737543;OP_WRITE;0;4096
0;1;134787072;D;0.064392441;OP_WRITE;3679;4096
1;0;134787072;C;0.064420748;OP_WRITE;0;4096
0;1;538439680;D;0.064463750;OP_WRITE;3628;16384
1;0;538439680;C;0.064525339;OP_WRITE;0;16384
0;1;538456064;D;0.064538852;OP_WRITE;16;4096
1;0;538456064;C;0.064566862;OP_WRITE;0;4096
0;1;134791168;D;0.065227583;OP_WRITE;3679;4096
1;0;134791168;C;0.065256003;OP_WRITE;0;4096
0;1;538460160;D;0.065298320;OP_WRITE;3628;16384
1;0;538460160;C;0.065360057;OP_WRITE;0;16384
0;1;538476544;D;0.065373260;OP_WRITE;16;4096
1;0;538476544;C;0.065401153;OP_WRITE;0;4096
0;1;134795264;D;0.066056920;OP_WRITE;3679;4096
1;0;134795264;C;0.066085111;OP_WRITE;0;4096
0;1;538480640;D;0.066127442;OP_WRITE;3628;16384
