  8,33  22        1     0.000000000  3141  D  RM 16968 + 8 [CWriteTest]
  8,33   1       71     0.037627481     0  C   W 303616 + 512 [0]
  8,33   1       72     0.037644023     0  D   W 287752 + 512 [swapper/1]
  8,33   1       73     0.038150466     0  C   W 304128 + 512 [0]
  8,33   1       74     0.038166738     0  D   W 288264 + 512 [swapper/1]
  8,33   1       75     0.038676719     0  C   W 304640 + 512 [0]
  8,33   1       76     0.038731573     0  D   W 288776 + 512 [swapper/1]
  8,33   1       77     0.039226932     0  C   W 305152 + 512 [0]
  8,33   1       78     0.039232779     0  D   W 289288 + 512 [swapper/1]
  8,33   1       79     0.039904091     0  C   W 305664 + 512 [0]
  8,33   1       80     0.039914803     0  D   W 289800 + 208 [swapper/1]
  8,33   1       81     0.040421979     0  C   W 306176 + 512 [0]
  8,33   1       82     0.040943061     0  C   W 306688 + 512 [0]
  8,33   1       83     0.041496530     0  C   W 307200 + 512 [0]
  8,33   1       84     0.042181195     0  C   W 307712 + 512 [0]
  8,33   1       85     0.042726935     0  C   W 308224 + 512 [0]
  8,33   1       86     0.043240677     0  C   W 308736 + 512 [0]
  8,33   1       87     0.043776770     0  C   W 309248 + 512 [0]
  8,33   1       88     0.044282986     0  C   W 309760 + 512 [0]
  8,33   1       89     0.044796308     0  C   W 310272 + 512 [0]
  8,33   1       90     0.045352474     0  C   W 310784 + 512 [0]
  8,33   1       91     0.045875313     0  C   W 279048 + 512 [0]
  8,33   1       92     0.046385780     0  C   W 279560 + 512 [0]
  8,33   1       93     0.046923301     0  C   W 280072 + 512 [0]
  8,33   1       94     0.047450233     0  C   W 280584 + 512 [0]
  8,33   1       95     0.047995312     0  C   W 281096 + 512 [0]
  8,33   1       96     0.048688464     0  C   W 281608 + 512 [0]
  8,33   1       97     0.049204486     0  C   W 282120 + 512 [0]
  8,33   1       98     0.049739644     0  C   W 282632 + 512 [0]
  8,33   1       99     0.050257595     0  C   W 283144 + 512 [0]
  8,33   1      100     0.050861000     0  C   W 283656 + 512 [0]
  8,33   1      101     0.051388773     0  C   W 284168 + 512 [0]
  8,33   1      102     0.051929348     0  C   W 284680 + 512 [0]
  8,33   1      103     0.052434633     0  C   W 285192 + 512 [0]
  8,33   1      104     0.052965608     0  C   W 285704 + 512 [0]
  8,33   1      105     0.053465975     0  C   W 286216 + 512 [0]
  8,33   1      106     0.053993745     0  C   W 286728 + 512 [0]
  8,33   1      107     0.054544166     0  C   W 287240 + 512 [0]
  8,33   1      108     0.055074637     0  C   W 287752 + 512 [0]
  8,33   1      109     0.055601438     0  C   W 288264 + 512 [0]
  8,33   1      110     0.056124961     0  C   W 288776 + 512 [0]
  8,33   1      111     0.056650994     0  C   W 289288 + 512 [0]
  8,33   1      112     0.056860539     0  C   W 289800 + 208 [0]
  8,33   3        1     0.056954530  3086  D  WS 1064960 + 8 [jbd2/sdc1-8]
  8,33   3        2     0.056995893     0  C  WS 1064960 + 8 [0]
  8,33   3        3     0.057047755  3086  D  WS 1064968 + 56 [jbd2/sdc1-8]
  8,33   3        4     0.057130710     0  C  WS 1064968 + 56 [0]
  8,33   3        5     0.057145867    30  D WFS 1065024 + 8 [ksoftirqd/3]
  8,33   3        6     0.057186349     0  C WFS 1065024 + 8 [0]
  8,33   3        7     0.057186732     0  C WFS 1065024 [0]
  8,33   1      113     0.071372426    16  C  WS 0 [0]
  8,33   1      114     0.071386507  3142  D  WS 16384 + 16 [sync]
  8,33   1      115     0.071388781  3142  D WSM 16912 + 8 [sync]
  8,33   1      116     0.071389587  3142  D WSM 16968 + 8 [sync]
  8,33   1      117     0.071390215  3142  D WSM 17032 + 8 [sync]
  8,33   1      118     0.071390906  3142  D WSM 17160 + 8 [sync]
  8,33   1      119     0.071443035     0  C  WS 16384 + 16 [0]
  8,33   1      120     0.071454428     0  C WSM 16912 + 8 [0]
  8,33   1      121     0.071467134     0  C WSM 16968 + 8 [0]
  8,33   1      122     0.071480278     0  C WSM 17032 + 8 [0]
  8,33   1      123     0.071497377     0  C WSM 17160 + 8 [0]
  8,33   1      124     0.134409455    16  C  WS 0 [0]
  8,33  21        1     0.189038974  3148  D   R 17040 + 8 [dumpe2fs]
  8,33  21        2     0.189169019     0  C   R 17040 + 8 [0]
  8,33  21        3     0.189182881  3148  D   R 16920 + 24 [dumpe2fs]
  8,33  21        4     0.189320473     0  C   R 16920 + 24 [0]
  8,33  21        5     0.189344188  3148  D   R 17048 + 24 [dumpe2fs]
  8,33  21        6     0.189481102     0  C   R 17048 + 24 [0]
  8,33  21        7     0.189495372  3148  D   R 16944 + 24 [dumpe2fs]
  8,33  21        8     0.189506903  3148  D   R 17072 + 32 [dumpe2fs]
  8,33  21        9     0.189512906  3148  D   R 16976 + 56 [dumpe2fs]
  8,33  21       10     0.189653730     0  C   R 16944 + 24 [0]
  8,33  21       11     0.189685517  3148  D   R 17104 + 56 [dumpe2fs]
  8,33  21       12     0.189687829  3148  D   R 17168 + 16 [dumpe2fs]
  8,33  21       13     0.189701823     0  C   R 17072 + 32 [0]
  8,33  21       14     0.189757808  3148  C   R 16976 + 56 [0]
  8,33  21       15     0.189941765  3148  C   R 17104 + 56 [0]
  8,33  21       16     0.189957487  3148  C   R 17168 + 16 [0]
  8,33   1      125     0.193258077  3034  D   N 0 (00 ..) [kworker/u65:3]
  8,33   1      126     0.193426356     0  C   N (00 ..) [0]
  8,33   1      127     1.220300646    16  C  WS 0 [0]
CPU1 (8,33):
 Reads Queued:           0,        0KiB	 Writes Queued:           0,        0KiB
 Read Dispatches:        2,        8KiB	 Write Dispatches:       59,    13696KiB
 Reads Requeued:         0		 Writes Requeued:         0
 Reads Completed:        2,        8KiB	 Writes Completed:       62,    13696KiB
 Read Merges:            0,        0KiB	 Write Merges:            0,        0KiB
 Read depth:             4        	 Write depth:            32
 PC Reads Queued:        0,        0KiB	 PC Writes Queued:        0,        0KiB
 PC Read Disp.:          1,        0KiB	 PC Write Disp.:          0,        0KiB
 PC Reads Req.:          0		 PC Writes Req.:          0
 PC Reads Compl.:        1		 PC Writes Compl.:        0
 IO unplugs:             0        	 Timer unplugs:           0
CPU3 (8,33):
 Reads Queued:           0,        0KiB	 Writes Queued:           0,        0KiB
 Read Dispatches:        0,        0KiB	 Write Dispatches:        3,       36KiB
 Reads Requeued:         0		 Writes Requeued:         0
 Reads Completed:        0,        0KiB	 Writes Completed:        4,       36KiB
 Read Merges:            0,        0KiB	 Write Merges:            0,        0KiB
 Read depth:             4        	 Write depth:            32
 IO unplugs:             0        	 Timer unplugs:           0
CPU21 (8,33):
 Reads Queued:           0,        0KiB	 Writes Queued:           0,        0KiB
 Read Dispatches:        8,      120KiB	 Write Dispatches:        0,        0KiB
 Reads Requeued:         0		 Writes Requeued:         0
 Reads Completed:        8,      120KiB	 Writes Completed:        0,        0KiB
 Read Merges:            0,        0KiB	 Write Merges:            0,        0KiB
 Read depth:             4        	 Write depth:            32
 IO unplugs:             0        	 Timer unplugs:           0
CPU22 (8,33):
 Reads Queued:           0,        0KiB	 Writes Queued:           0,        0KiB
 Read Dispatches:        2,        8KiB	 Write Dispatches:        0,        0KiB
 Reads Requeued:         0		 Writes Requeued:         0
 Reads Completed:        2,        8KiB	 Writes Completed:        0,        0KiB
 Read Merges:            0,        0KiB	 Write Merges:            0,        0KiB
 Read depth:             4        	 Write depth:            32
 IO unplugs:             0        	 Timer unplugs:           0

Total (8,33):
 Reads Queued:           0,        0KiB	 Writes Queued:           0,        0KiB
 Read Dispatches:       12,      136KiB	 Write Dispatches:       62,    13732KiB
 Reads Requeued:         0		 Writes Requeued:         0
 Reads Completed:       12,      136KiB	 Writes Completed:       66,    13732KiB
 Read Merges:            0,        0KiB	 Write Merges:            0,        0KiB
 PC Reads Queued:        0,        0KiB	 PC Writes Queued:        0,        0KiB
 PC Read Disp.:          1,        0KiB	 PC Write Disp.:          0,        0KiB
 PC Reads Req.:          0		 PC Writes Req.:          0
 PC Reads Compl.:        1		 PC Writes Compl.:        0
 IO unplugs:             0        	 Timer unplugs:           0

Throughput (R/W): 111KiB/s / 11255KiB/s
Events (8,33): 154 entries
Skips: 0 forward (0 -   0.0%)
