pre_depth;post_depth;offset;action;timestamp;operation;pid;size
31;32;134483968;D;0.028646074;OP_WRITE;3034;262144
32;31;142868480;C;0.028930058;OP_WRITE;0;262144
31;32;134746112;D;0.028933706;OP_WRITE;0;262144
32;31;143130624;C;0.029486166;OP_WRITE;0;262144
31;32;135008256;D;0.029496819;OP_WRITE;0;262144
32;31;143392768;C;0.030013218;OP_WRITE;0;262144
31;32;135270400;D;0.030118693;OP_WRITE;0;262144
32;31;143654912;C;0.030536888;OP_WRITE;0;262144
31;32;135532544;D;0.030542863;OP_WRITE;0;262144
32;31;143917056;C;0.031047260;OP_WRITE;0;262144
31;32;135794688;D;0.031057825;OP_WRITE;0;262144
32;31;144179200;C;0.031604777;OP_WRITE;0;262144
31;32;136056832;D;0.031610111;OP_WRITE;0;262144
32;31;144441344;C;0.032234167;OP_WRITE;0;262144
31;32;136318976;D;0.032308090;OP_WRITE;0;262144
32;31;144703488;C;0.032783566;OP_WRITE;0;262144
31;32;136581120;D;0.032789373;OP_WRITE;0;262144
32;31;144965632;C;0.033294646;OP_WRITE;0;262144
31;32;136843264;D;0.033300461;OP_WRITE;0;262144
32;31;145227776;C;0.033819012;OP_WRITE;0;262144
31;32;137105408;D;0.033824390;OP_WRITE;0;262144
32;31;145489920;C;0.034458388;OP_WRITE;0;262144
31;32;137367552;D;0.034564126;OP_WRITE;0;262144
32;31;145752064;C;0.034986398;OP_WRITE;0;262144
31;32;137629696;D;0.034997121;OP_WRITE;0;262144
32;31;146014208;C;0.035514452;OP_WRITE;0;262144
31;32;137891840;D;0.035525168;OP_WRITE;0;262144
32;31;146276352;C;0.036042186;OP_WRITE;0;262144
31;32;138153984;D;0.036052795;OP_WRITE;0;262144
32;31;146538496;C;0.036565216;OP_WRITE;0;262144
31;32;138416128;D;0.036615678;OP_WRITE;0;262144
32;31;146800640;C;0.037098193;OP_WRITE;0;262144
31;32;138678272;D;0.037103454;OP_WRITE;0;262144
32;31;147062784;C;0.037627481;OP_WRITE;0;262144
31;32;138940416;D;0.037644023;OP_WRITE;0;262144
32;31;147324928;C;0.038150466;OP_WRITE;0;262144
31;32;139202560;D;0.038166738;OP_WRITE;0;262144
32;31;147587072;C;0.038676719;OP_WRITE;0;262144
31;32;139464704;D;0.038731573;OP_WRITE;0;262144
32;31;147849216;C;0.039226932;OP_WRITE;0;262144
31;32;139726848;D;0.039232779;OP_WRITE;0;262144
32;31;148111360;C;0.039904091;OP_WRITE;0;262144
31;32;139988992;D;0.039914803;OP_WRITE;0;106496
32;31;148373504;C;0.040421979;OP_WRITE;0;262144
31;30;148635648;C;0.040943061;OP_WRITE;0;262144
30;29;148897792;C;0.041496530;OP_WRITE;0;262144
29;28;149159936;C;0.042181195;OP_WRITE;0;262144
28;27;149422080;C;0.042726935;OP_WRITE;0;262144
27;26;149684224;C;0.043240677;OP_WRITE;0;262144
26;25;149946368;C;0.043776770;OP_WRITE;0;262144
25;24;150208512;C;0.044282986;OP_WRITE;0;262144
24;23;150470656;C;0.044796308;OP_WRITE;0;262144
23;22;150732800;C;0.045352474;OP_WRITE;0;262144
22;21;134483968;C;0.045875313;OP_WRITE;0;262144
21;20;134746112;C;0.046385780;OP_WRITE;0;262144
20;19;135008256;C;0.046923301;OP_WRITE;0;262144
19;18;135270400;C;0.047450233;OP_WRITE;0;262144
18;17;135532544;C;0.047995312;OP_WRITE;0;262144
17;16;135794688;C;0.048688464;OP_WRITE;0;262144
16;15;136056832;C;0.049204486;OP_WRITE;0;262144
15;14;136318976;C;0.049739644;OP_WRITE;0;262144
14;13;136581120;C;0.050257595;OP_WRITE;0;262144
13;12;136843264;C;0.050861000;OP_WRITE;0;262144
12;11;137105408;C;0.051388773;OP_WRITE;0;262144
11;10;137367552;C;0.051929348;OP_WRITE;0;262144
10;9;137629696;C;0.052434633;OP_WRITE;0;262144
9;8;137891840;C;0.052965608;OP_WRITE;0;262144
8;7;138153984;C;0.053465975;OP_WRITE;0;262144
7;6;138416128;C;0.053993745;OP_WRITE;0;262144
6;5;138678272;C;0.054544166;OP_WRITE;0;262144
5;4;138940416;C;0.055074637;OP_WRITE;0;262144
4;3;139202560;C;0.055601438;OP_WRITE;0;262144
3;2;139464704;C;0.056124961;OP_WRITE;0;262144
2;1;139726848;C;0.056650994;OP_WRITE;0;262144
1;0;139988992;C;0.056860539;OP_WRITE;0;106496
0;1;536870912;D;0.056954530;OP_WRITE;3086;4096
1;0;536870912;C;0.056995893;OP_WRITE;0;4096
0;1;536875008;D;0.057047755;OP_WRITE;3086;28672
1;0;536875008;C;0.057130710;OP_WRITE;0;28672
0;1;536903680;D;0.057145867;OP_WRITE;30;4096
1;0;536903680;C;0.057186349;OP_WRITE;0;4096
0;1;0;D;0.071386507;OP_WRITE;3142;8192
1;2;270336;D;0.071388781;OP_WRITE;3142;4096
2;3;299008;D;0.071389587;OP_WRITE;3142;4096
3;4;331776;D;0.071390215;OP_WRITE;3142;4096
4;5;397312;D;0.071390906;OP_WRITE;3142;4096
5;4;0;C;0.071443035;OP_WRITE;0;8192
4;3;270336;C;0.071454428;OP_WRITE;0;4096
3;2;299008;C;0.071467134;OP_WRITE;0;4096
2;1;331776;C;0.071480278;OP_WRITE;0;4096
1;0;397312;C;0.071497377;OP_WRITE;0;4096
0;1;335872;D;0.189038974;OP_READ;3148;4096
1;0;335872;C;0.189169019;OP_READ;0;4096
0;1;274432;D;0.189182881;OP_READ;3148;12288
1;0;274432;C;0.189320473;OP_READ;0;12288
0;1;339968;D;0.189344188;OP_READ;3148;12288
1;0;339968;C;0.189481102;OP_READ;0;12288
0;1;286720;D;0.189495372;OP_READ;3148;12288
1;2;352256;D;0.189506903;OP_READ;3148;16384
2;3;303104;D;0.189512906;OP_READ;3148;28672
3;2;286720;C;0.189653730;OP_READ;0;12288
2;3;368640;D;0.189685517;OP_READ;3148;28672
3;4;401408;D;0.189687829;OP_READ;3148;8192
4;3;352256;C;0.189701823;OP_READ;0;16384
3;2;303104;C;0.189757808;OP_READ;3148;28672
2;1;368640;C;0.189941765;OP_READ;3148;28672
1;0;401408;C;0.189957487;OP_READ;3148;8192
